"video_id","min_timecode","max_timecode","text.user","text.auto"
"MChy9pF-1YU","00:01:53","00:01:54","hope you get help because you","in a storage room during"
"MChy9pF-1YU","00:01:55","00:01:56","need hope, Prosecutors say","his fashion design classes"
"MChy9pF-1YU","00:01:56","00:01:57","jackets secretly recorded his","mr"
"MChy9pF-1YU","00:01:58","00:02:02","students changing in a storage","ackett will be entering a guilty plea to 323 counts of"
"MChy9pF-1YU","00:02:02","00:02:05","classes. Mr AC it will be","video voyeurism they say he used a cell phone"
"MChy9pF-1YU","00:02:06","00:02:07","entering a guilty plea to 323","and a digital camera to"
"MChy9pF-1YU","00:02:08","00:02:12","counts of video voyeurism. They","get video of the girls undressing we spoke to one victim who says she had to sit there dripping"
"MChy9pF-1YU","00:02:12","00:02:14","a digital camera. Get video of","with embarrassment"
"MChy9pF-1YU","00:02:15","00:02:15","the girls undressing. We spoke","and watched the secret"
"MChy9pF-1YU","00:02:16","00:02:17","to one victim who says she had","videos of herself with a"
"MChy9pF-1YU","00:02:17","00:02:19","to sit there dripping with","detective really hard for me"
"MChy9pF-1YU","00:02:20","00:02:23","secret videos of herself with a","upsetting"
"MChy9pF-1YU","00:02:24","00:02:26","detective. Really hard for me.","i mean did you were you completely nude well"
"MChy9pF-1YU","00:02:26","00:02:29","","i was most of them i had like brought underwear on but there was"
"MChy9pF-1YU","00:02:30","00:02:31","Upsetting. I mean, did you Were","one where like i had my like my bra"
"MChy9pF-1YU","00:02:32","00:02:32","you completely nude allows its","off and like you saw it"
"MChy9pF-1YU","00:02:33","00:02:34","most of them. I had my brown","now akitt is going away for"
"MChy9pF-1YU","00:02:35","00:02:35","underwear on but there was one","a long long"
"MChy9pF-1YU","00:02:35","00:02:36","Where, like I had my like my","time"
"MChy9pF-1YU","00:02:37","00:02:38","broth and like you saw it now","his former students left to deal"
"MChy9pF-1YU","00:02:38","00:02:40","lack it is going away for a","with a harsh life"
"MChy9pF-1YU","00:02:41","00:02:42","long, long time. His former","lesson what i"
"MChy9pF-1YU","00:02:43","00:02:46","students left to deal with the","did was a violation of your privacy and a violation of"
"MChy9pF-1YU","00:02:47","00:02:49","was a violation of your","your trust i"
"MChy9pF-1YU","00:02:49","00:02:53","","know that what i did was inexcusable"
"MChy9pF-1YU","00:02:53","00:02:56","trust. I know that What I did","and very possibly"
"MChy9pF-1YU","00:02:57","00:02:59","","for many of you unforgivable"
"MChy9pF-1YU","00:03:01","00:03:02","For many of you. I'm","i ask for your forgiveness"
"MChy9pF-1YU","00:03:03","00:03:06","","even knowing that i do not deserve it gloria gomez"
"MChy9pF-1YU","00:03:07","00:03:07","forgivable. I ask for your","fox 13"
"MChy9pF-1YU","00:03:07","00:03:09","forgiveness, even knowing that","news"
"MChy9pF-1YU","00:03:09","00:03:09","",""
