,channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
14,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,en,standard,20,Gaming,True
15,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,es-ES,standard,20,Gaming,True
16,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,es-MX,standard,20,Gaming,True
17,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,fi,standard,20,Gaming,True
18,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,fr-FR,standard,20,Gaming,True
19,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,it,standard,20,Gaming,True
20,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,ja,standard,20,Gaming,True
21,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,ko,standard,20,Gaming,True
22,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,nl-NL,standard,20,Gaming,True
23,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,no,standard,20,Gaming,True
24,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,pl,standard,20,Gaming,True
25,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,pt-BR,standard,20,Gaming,True
26,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,pt-PT,standard,20,Gaming,True
27,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,ru,standard,20,Gaming,True
28,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,sv,standard,20,Gaming,True
29,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,zh-Hans,standard,20,Gaming,True
30,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends | Stories from the Outlands – “The Endorsement”,Apex Legends | Stories from the Outlands – “The Endorsement”,M9Pmf9AB4Mo,0,20,2940810,2020-08-13 12:01:17,10,zh-Hant,standard,20,Gaming,True
31,Toosii2xVEVO,UCgBYYDPuLTMRrnPtBiqWJSQ,Toosii - Reminiscing,Toosii - Reminiscing,ay-8L8PZ6BI,0,10,149712,2020-08-13 12:01:17,11,en,asr,10,Music,True
32,Toosii2xVEVO,UCgBYYDPuLTMRrnPtBiqWJSQ,Toosii - Reminiscing,Toosii - Reminiscing,ay-8L8PZ6BI,0,10,149712,2020-08-13 12:01:17,11,en,standard,10,Music,True
33,SAD-ist,UCv3Kk__aFcKKx_o2686uQcw,[Dream SMP War] | Animatic,[Dream SMP War] | Animatic,NvgYhf2LnVI,0,20,600572,2020-08-13 12:01:17,12,en,asr,20,Gaming,True
34,Young Merkules,UC1DGEwjCYxjR96FtaI5GFbA,Merkules - ''DEMONS'' (Official Video),Merkules - ''DEMONS'' (Official Video),p35UfHw7PPI,0,10,92237,2020-08-13 12:01:17,13,en,asr,10,Music,True
35,Mr. Kate,UCDVPcEbVLQgLZX0Rt6jo34A,Ultimate DIY Home Movie Theater for The LaBrant Family!,Ultimate DIY Home Movie Theater for The LaBrant Family!,VIUo6yapDbc,0,26,1940707,2020-08-13 12:01:17,14,en,asr,26,Howto & Style,True
36,XXL,UCbg_UMjlHJg_19SZckaKajg,XXL 2020 Freshman Class Revealed - Official Announcement,XXL 2020 Freshman Class Revealed - Official Announcement,kXLn3HkpjaA,0,10,953703,2020-08-13 12:01:17,15,en,asr,10,Music,True
37,Hoonigan,UCXlfi8sf6cKGQ8sOd0-yRuw,We Buy a Donk Project. Goal: 1000HP! Part 1 of 69,We Buy a Donk Project. Goal: 1000HP! Part 1 of 69,SWlnzF8bFXM,0,2,113482,2020-08-13 12:01:17,16,en,asr,2,Autos & Vehicles,True
38,Rancho Humilde,UC648rgJOboZlgcDbW00vTSA,Ovi x Natanael Cano x Aleman x Big Soto - Vengo De Nada [Official Video],Ovi x Natanael Cano x Aleman x Big Soto - Vengo De Nada [Official Video],SsWHMAhshPQ,0,10,1755708,2020-08-13 12:01:17,17,es,asr,10,Music,True
39,Professor Live,UC5zJwsFtEs9WYe3A76p7xIA,I Haven't Been Honest About My Injury.. Here's THE TRUTH,I Haven't Been Honest About My Injury.. Here's THE TRUTH,w-aidBdvZo8,0,24,1306133,2020-08-13 12:01:17,18,en,asr,24,Entertainment,True
40,Juice WRLD,UC0BletW9phE4xHFM44q4qKA,Juice WRLD & The Weeknd - Smile (Official Video),Juice WRLD & The Weeknd - Smile (Official Video),2avPJ9TZNmU,0,10,3181318,2020-08-13 12:01:17,19,,,10,Music,True
41,ESPN,UCiWLfSweyRNmLpgEHekhoAg,Stephen A. reacts to Damian Lillard dropping 61 points vs. the Mavericks | First Take,Stephen A. reacts to Damian Lillard dropping 61 points vs. the Mavericks | First Take,0La8uz7WJiU,0,17,598083,2020-08-13 12:01:17,20,en,asr,17,Sports,True
42,MrBeast Gaming,UCIPPMRA040LQr5QPyJEbmXA,I Downloaded The World's Hardest Mod!,I Downloaded The World's Hardest Mod!,ELS5RLbSukU,0,20,5884172,2020-08-13 12:01:17,21,en,asr,20,Gaming,True
43,Gunna,UCAkIMkEaa9sZmjcy7mfd5lQ,Gunna - WUNNA FLO (feat. Yak Gotti) [Official Video],Gunna - WUNNA FLO (feat. Yak Gotti) [Official Video],f8T_-E1ViVw,0,10,233230,2020-08-13 12:01:17,22,es,asr,10,Music,True
44,Les Do Makeup,UCDSJCBYqL7VQrlXfhr1RtwA,OUR FIRST FAMILY INTRO!!,OUR FIRST FAMILY INTRO!!,uet14uf9NsE,0,26,917528,2020-08-13 12:01:17,23,en,asr,26,Howto & Style,True
45,LockPickingLawyer,UCm9K6rby98W8JigLoZOh6FQ,[1147] Locksmith Says My Videos Are BS... Loses $75 (Maybe),[1147] Locksmith Says My Videos Are BS... Loses $75 (Maybe),NSuaUok-wTY,0,27,426008,2020-08-13 12:01:17,24,en,asr,27,Education,True
46,Microsoft Surface,UCGS474QoP8SCnSo6hOCaayA,The new Surface Duo. Do one better.,The new Surface Duo. Do one better.,CqRKOY4Cgvw,0,28,382262,2020-08-13 12:01:17,25,en,standard,28,Science & Technology,True
47,CaseyNeistat,UCtinbF-Q-fVthA0qrFQTgXQ,i don't know what im doing anymore,i don't know what im doing anymore,49Z6Mv4_WCA,0,22,1357197,2020-08-13 12:01:17,26,en,asr,22,People & Blogs,True
48,LilYachtyVEVO,UC1X3TRsCt36QPjF1p5f3HTg,"Lil Yachty - Pardon Me ft. Future, Mike WiLL Made-It","Lil Yachty - Pardon Me ft. Future, Mike WiLL Made-It",W7VK4DUHvKU,0,10,684639,2020-08-13 12:01:17,27,nl,asr,10,Music,True
49,LilYachtyVEVO,UC1X3TRsCt36QPjF1p5f3HTg,"Lil Yachty - Pardon Me ft. Future, Mike WiLL Made-It","Lil Yachty - Pardon Me ft. Future, Mike WiLL Made-It",W7VK4DUHvKU,0,10,684639,2020-08-13 12:01:17,27,en,standard,10,Music,True
50,TaylorMade Golf,UClJO9jvaU5mvNuP-XTbhHGw,UNCUT Team TaylorMade Long Drive CONTEST With SIM | TaylorMade Golf,UNCUT Team TaylorMade Long Drive CONTEST With SIM | TaylorMade Golf,LrIFp4sAIGo,0,17,226991,2020-08-13 12:01:17,28,en,asr,17,Sports,True
51,CGP Grey,UC2C_jShtL725hvbm1arSV9w,CGP Grey was WRONG,CGP Grey was WRONG,ua4QMFQATco,0,27,1298161,2020-08-13 12:01:17,29,en,standard,27,Education,True
52,Louie's Life,UCZDdF_p-L88NWVpzF0vjvMQ,SURPRISING MY DAD WITH HIS DREAM TRUCK!! | Louie's Life,SURPRISING MY DAD WITH HIS DREAM TRUCK!! | Louie's Life,SnsPZj91R7E,0,24,1644940,2020-08-13 12:01:17,30,en,asr,24,Entertainment,True
53,The Weeknd,UC0WP5P-ufpRfjbNrmOWwLBQ,The Weeknd Experience LIVE - Director's Cut (Trailer),The Weeknd Experience LIVE - Director's Cut (Trailer),-bCiD4QGSvQ,0,10,143581,2020-08-13 12:01:17,31,nl,asr,10,Music,True
54,Smosh Pit,UCYJPby9DRCteedh5tfxVbrw,Try Not To Laugh Challenge #51,Try Not To Laugh Challenge #51,nt3VVyv5pxQ,0,22,729455,2020-08-13 12:01:17,32,en,asr,22,People & Blogs,True
55,Smosh Pit,UCYJPby9DRCteedh5tfxVbrw,Try Not To Laugh Challenge #51,Try Not To Laugh Challenge #51,nt3VVyv5pxQ,0,22,729455,2020-08-13 12:01:17,32,en,standard,22,People & Blogs,True
56,Cole The Cornstar,UCuxlXCfVyV-i5YLL30jkomw,Our Farm Got Destroyed.,Our Farm Got Destroyed.,gPdUslndvVI,0,22,385132,2020-08-13 12:01:17,33,en,asr,22,People & Blogs,True
57,Ubisoft North America,UCBMvc6jvuTxH6TNo9ThpYjg,Rainbow Six Siege: Operation Shadow Legacy Reveal Trailer | Ubisoft [NA],Rainbow Six Siege: Operation Shadow Legacy Reveal Trailer | Ubisoft [NA],I6hswz4rIrU,0,20,449102,2020-08-13 12:01:17,34,,,20,Gaming,True
58,HollywoodLife,UC2rJLq19N0dGrxfib80M_fg,Kylie Jenner Reacts To 'WAP' Music Video Backlash,Kylie Jenner Reacts To 'WAP' Music Video Backlash,6TIsR_7nrNc,0,24,1384274,2020-08-13 12:01:17,35,en,asr,24,Entertainment,True
59,Tyler Cameron,UCMw7m-ScQ6jV1FQzQnn1y8Q,Ten Minutes with Tyler Cameron | Q&A,Ten Minutes with Tyler Cameron | Q&A,BNeDH6UTmXw,0,22,161117,2020-08-13 12:01:17,36,en,asr,22,People & Blogs,True
60,Audrey and Spencer,UCVGYhYDZwm1CX9aruTFbcDg,Do Our Parents Approve Of Our Engagement? Q&A With Both Families,Do Our Parents Approve Of Our Engagement? Q&A With Both Families,7g0oEVP1huA,0,22,192722,2020-08-13 12:01:17,37,en,asr,22,People & Blogs,True
61,iann dior,UCtpzjafUx5qbmxJdqm4-qmg,iann dior – Prospect ft. Lil Baby (Official Video),iann dior – Prospect ft. Lil Baby (Official Video),Que4RnxYLNc,0,10,400000,2020-08-13 12:01:17,38,en,asr,10,Music,True
62,Kyle Exum,UCR9NuNwCUIhMOLUQnLN7_WA,When Our Generation Gets Old and Hears a Throwback Song 5,When Our Generation Gets Old and Hears a Throwback Song 5,W9Aen8hG20Y,0,23,1166265,2020-08-13 12:01:17,39,en,asr,23,Comedy,True
63,Chloe Ting,UCCgLoMYIyP0U56dEhEL1wXQ,Time to Talk..,Time to Talk..,GTp-0S82guE,0,26,1973545,2020-08-13 12:01:17,40,en,asr,26,Howto & Style,True
64,Chloe Ting,UCCgLoMYIyP0U56dEhEL1wXQ,Time to Talk..,Time to Talk..,GTp-0S82guE,0,26,1973545,2020-08-13 12:01:17,40,en,standard,26,Howto & Style,True
65,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,ITZY “Not Shy” M/V TEASER,ITZY “Not Shy” M/V TEASER,jbGRowa5tIk,0,10,7978863,2020-08-13 12:01:17,41,,,10,Music,True
66,Ryan Reynolds,UCA3-nIYWu4PTWkb6NwhEpzg,Mint Mobile Plus,Mint Mobile Plus,AVYBAxqykdE,0,22,99142,2020-08-13 12:01:17,42,en,asr,22,People & Blogs,True
67,LexiVee03,UCfwEsuyMCLEd0eLntOEDn0g,First Day of School GRWM + Vlog | College Edition | LexiVee03,First Day of School GRWM + Vlog | College Edition | LexiVee03,7osSbbc2xVg,0,26,261188,2020-08-13 12:01:17,43,en,asr,26,Howto & Style,True
68,James Charles,UCucot-Zp428OwkyRm2I7v2Q,Doing Doja Cat’s Makeup!!,Doing Doja Cat’s Makeup!!,p7HGUZWq_8s,0,24,4833859,2020-08-13 12:01:17,44,en,asr,24,Entertainment,True
69,Mark Rober,UCY1kMZp36IQSyNx_9h4mpCg,Shark Attack Test- Human Blood vs. Fish Blood,Shark Attack Test- Human Blood vs. Fish Blood,vePc5V4h_kg,0,28,17160942,2020-08-13 12:01:17,45,en,asr,28,Science & Technology,True
70,The ACE Family,UCWwWOFsW68TqXE-HZLC3WIA,THIS IS THE END.,THIS IS THE END.,AMXT1ok5UBg,0,22,3456534,2020-08-13 12:01:17,46,en,asr,22,People & Blogs,True
71,Screen Junkies,UCOpcACMWblDls9Z6GERVi1A,Honest Trailers | Avatar: The Last Airbender,Honest Trailers | Avatar: The Last Airbender,5WjcDji3xYc,0,1,1013011,2020-08-13 12:01:17,47,en,asr,1,Film & Animation,True
72,Eleanor Neale,UCFMbX7frWZfuWdjAML0babA,TAXI CAB SLAYER KILLS 'TO KNOW HOW IT FEELS',TAXI CAB SLAYER KILLS 'TO KNOW HOW IT FEELS',9nidKH8cM38,0,27,373591,2020-08-13 12:01:17,48,en,asr,27,Education,True
73,DEATH BATTLE!,UCB9_VH_CNbbH4GfKu8qh63w,Beerus VS Sailor Galaxia (Dragon Ball VS Sailor Moon) | DEATH BATTLE!,Beerus VS Sailor Galaxia (Dragon Ball VS Sailor Moon) | DEATH BATTLE!,mLOe7vGI0YI,0,24,1575079,2020-08-13 12:01:17,49,en,asr,24,Entertainment,True
74,Jeremiah Phillips,UCI8hY4ummWDZgFSjxU_HFNQ,When you get on the grill for your friends Birthday,When you get on the grill for your friends Birthday,NYXABBpPJss,0,23,194190,2020-08-13 12:01:17,50,,,23,Comedy,True
75,BlacktipH,UCL0L7RQ8mrO10OLRlWPoq6A,Strongest Women VS Strongest Fish,Strongest Women VS Strongest Fish,DiQ2AieIo0Q,0,17,378385,2020-08-13 12:01:18,51,en,asr,17,Sports,True
76,Tabbes,UCDQBZcjYKP1J1Nu-Y0_D37Q,Don't be a Tourist,Don't be a Tourist,z5l8ovbw_6M,0,1,1232184,2020-08-13 12:01:18,52,en,asr,1,Film & Animation,True
77,Amerikano,UCTDJ9osmaIty0MVkUZymVmQ,15 Friendliest Sea Creatures Around The World,15 Friendliest Sea Creatures Around The World,GYeKX_LPY9U,0,27,1193383,2020-08-13 12:01:18,53,en,asr,27,Education,True
78,Cleetus2 McFarland,UCMJbbWyIziiUamP5JKK9yAA,"Here's Why We Do ""Sponsored"" Videos, What Are Your Thoughts?","Here's Why We Do ""Sponsored"" Videos, What Are Your Thoughts?",CezxKs9YLv0,0,22,101344,2020-08-13 12:01:18,54,en,asr,22,People & Blogs,True
79,Gabrielle Moses,UCFp65-s_fyaBjVZbVyp--Kw,Being replaced.,Being replaced.,PT6hPvOqTYc,0,22,621802,2020-08-13 12:01:18,55,en,asr,22,People & Blogs,True
80,KoffeeVEVO,UCIOoP9FirTzjvgeAYTJWLcg,Koffee - Pressure (Lyric Video),Koffee - Pressure (Lyric Video),FDq9QC206eU,0,10,200766,2020-08-13 12:01:18,56,pt,asr,10,Music,True
81,Diljit Dosanjh,UCZRdNleCgW-BGUJf-bbjzQg,Diljit Dosanjh: CLASH (Official) Music Video | G.O.A.T.,Diljit Dosanjh: CLASH (Official) Music Video | G.O.A.T.,KX06ksuS6Xo,0,10,13947443,2020-08-13 12:01:18,57,,,10,Music,True
82,WGN News,UCDrLGkZTcNCshOLiKi5NtEw,"Hundreds of looters target stores downtown, across Chicago overnight; 100 arrested","Hundreds of looters target stores downtown, across Chicago overnight; 100 arrested",aG8QsfDisdg,0,25,365658,2020-08-13 12:01:18,58,en,asr,25,News & Politics,True
83,WGN News,UCDrLGkZTcNCshOLiKi5NtEw,"Hundreds of looters target stores downtown, across Chicago overnight; 100 arrested","Hundreds of looters target stores downtown, across Chicago overnight; 100 arrested",aG8QsfDisdg,0,25,365658,2020-08-13 12:01:18,58,en,standard,25,News & Politics,True
84,CTV News,UCi7Zk9baY1tvdlgxIML8MXg,Watch Secret Service agents pull Trump from a press briefing after shooting outside the White House,Watch Secret Service agents pull Trump from a press briefing after shooting outside the White House,9AecsACtkB4,0,25,797774,2020-08-13 12:01:18,59,en,asr,25,News & Politics,True
85,NLE CHOPPA,UCWICXNlSLc7eeNazpzUZcLg,NLE Choppa - Top Shotta Flow (Official Music Video),NLE Choppa - Top Shotta Flow (Official Music Video),kgkALngcgnE,0,10,2038932,2020-08-13 12:01:18,60,en,asr,10,Music,True
86,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,Addressing RUMORS About Me While Testing New Makeup,Addressing RUMORS About Me While Testing New Makeup,GGEBtW2mWOk,0,26,3638733,2020-08-13 12:01:18,61,en,asr,26,Howto & Style,True
87,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,6109574,2020-08-13 12:01:18,62,ar,standard,10,Music,True
88,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,6109574,2020-08-13 12:01:18,62,en,standard,10,Music,True
89,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,6109574,2020-08-13 12:01:18,62,es-419,standard,10,Music,True
90,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,6109574,2020-08-13 12:01:18,62,es-ES,standard,10,Music,True
91,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,6109574,2020-08-13 12:01:18,62,hi,standard,10,Music,True
92,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,6109574,2020-08-13 12:01:18,62,ja,standard,10,Music,True
93,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,6109574,2020-08-13 12:01:18,62,ko,standard,10,Music,True
94,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,6109574,2020-08-13 12:01:18,62,th,standard,10,Music,True
95,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,6109574,2020-08-13 12:01:18,62,zh-Hans,standard,10,Music,True
96,FaZe Rug,UCilwZiBBfI9X6yiZRzWty8Q,EXTREME Game of Hide and Seek in my NEW HOUSE!!,EXTREME Game of Hide and Seek in my NEW HOUSE!!,FopIxceEr8g,0,24,3327709,2020-08-13 12:01:18,63,en,asr,24,Entertainment,True
97,42 dugg Music,UChFLDvWugOtrzxmUCAjfnGg,42 Dugg - Big 4's (Official Video),42 Dugg - Big 4's (Official Video),XsmkTqsygD4,0,10,818524,2020-08-13 12:01:18,64,,,10,Music,True
98,Megan Thee Stallion,UCKrdjiuS66yXOdEZ_cOD_TA,Megan Thee Stallion | Revlon Makeup Tutorial,Megan Thee Stallion | Revlon Makeup Tutorial,Mle7n1PuH9o,0,26,849980,2020-08-13 12:01:18,65,en,asr,26,Howto & Style,True
99,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,"TRAIL BLAZERS at MAVERICKS | FULL GAME HIGHLIGHTS | August 11, 2020","TRAIL BLAZERS at MAVERICKS | FULL GAME HIGHLIGHTS | August 11, 2020",Aur7UgTGlL0,0,17,1143674,2020-08-13 12:01:18,66,en,asr,17,Sports,True
100,MrBeast,UCX6OQ3DkcsbYNE6H8uQQuVA,"I Spent $1,000,000 On Lottery Tickets and WON","I Spent $1,000,000 On Lottery Tickets and WON",5V2B28OqfqM,0,24,22107021,2020-08-13 12:01:18,67,en,asr,24,Entertainment,True
101,UFC - Ultimate Fighting Championship,UCvgfXK4nTYKudb0rFR6noLA,UFC 252 Embedded: Vlog Series - Episode 3,UFC 252 Embedded: Vlog Series - Episode 3,HRPaFOs4vu4,0,17,638388,2020-08-13 12:01:18,68,en,asr,17,Sports,True
