,channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
16,MileyCyrusVEVO,UCdI8evszfZvyAl2UVCypkTA,Miley Cyrus - Midnight Sky (Official Video),Miley Cyrus - Midnight Sky (Official Video),aS1no1myeTM,0,10,2829452,2020-08-14 10:40:40,10,en,asr,10,Music,True
17,MoreSidemen,UCh5mLn90vUaB1PbRRx_AiaA,The SIDEMEN play FALL GUYS (Sidemen Gaming),The SIDEMEN play FALL GUYS (Sidemen Gaming),7XvVaeVdPnQ,0,22,2175227,2020-08-14 10:40:40,11,,,22,People & Blogs,True
18,johnlegendVEVO,UCNnnwVSI5Ndo2I4Y-LPuuew,John Legend - Wild (feat. Gary Clark Jr.) (Official Video),John Legend - Wild (feat. Gary Clark Jr.) (Official Video),279RNoP5UyU,0,10,1423714,2020-08-14 10:40:40,12,en,asr,10,Music,True
19,UANLOF MUSIC,UCtYkcye4qLtsfODz17_PHdg,Lapiz  Conciente - El Descanso Eterno,Lapiz  Conciente - El Descanso Eterno,uf-36RC6JHE,0,10,4335948,2020-08-14 10:40:40,13,es,asr,10,Music,True
20,Trey Songz,UC7DpParfqYQEbFGt5eTX5pQ,Trey Songz - Circles [Official Music Video],Trey Songz - Circles [Official Music Video],nPO2XNDFWN0,0,10,124439,2020-08-14 10:40:40,14,en,asr,10,Music,True
21,MorganWallenVEVO,UCiQtJ9wVv8R-x7GKHzgZu8A,Morgan Wallen - 7 Summers (Lyric Video),Morgan Wallen - 7 Summers (Lyric Video),Db_mZ_2gtLg,0,10,206523,2020-08-14 10:40:40,15,,,10,Music,True
22,SAVANNAH DEXTER,UCC_66Dd88p5EMqpR8Y4mUTw,Savannah Dexter - Gottem Talking ft. Adam Calhoun (Official Music Video),Savannah Dexter - Gottem Talking ft. Adam Calhoun (Official Music Video),pWoerADzny4,0,10,166426,2020-08-14 10:40:40,16,,,10,Music,True
23,The Food Theorists,UCHYoe8kQ-7Gn9ASOlmI0k6Q,"Food Theory: The TRUE Cost of Winning $1,000,000 at McDonald's (Monopoly)","Food Theory: The TRUE Cost of Winning $1,000,000 at McDonald's (Monopoly)",ZOcI_9pAR_A,0,26,952016,2020-08-14 10:40:40,17,,,26,Howto & Style,True
24,Champions League on CBS Sports,UCET00YnetHT7tOpu12v8jxg,Leipzig vs. Atlético Madrid | Champions League Quarterfinal Highlights | UCL on CBS Sports,Leipzig vs. Atlético Madrid | Champions League Quarterfinal Highlights | UCL on CBS Sports,_J9Z74dQXrQ,0,17,626601,2020-08-14 10:40:40,18,,,17,Sports,True
25,MGKVEVO,UC2a9zmrdjvLsrRgi4G4blWw,Machine Gun Kelly - concert for aliens (Official Music Video),Machine Gun Kelly - concert for aliens (Official Music Video),dANJlolAYyA,0,10,835101,2020-08-14 10:40:40,19,en,standard,10,Music,True
26,EAMADDENNFL,UCPpddbTbOr_uWWQT9Pw1rbA,Madden 21 | The Yard Trailer,Madden 21 | The Yard Trailer,CNMvPse-P-g,0,20,159441,2020-08-14 10:40:40,20,en,asr,20,Gaming,True
27,bestdressed,UCnQhwPVwcP-DnbUZtIMrupw,sewing a dress from scratch *project runway i'm ready*,sewing a dress from scratch *project runway i'm ready*,1YlsqNMzaL8,0,26,516563,2020-08-14 10:40:40,21,en,asr,26,Howto & Style,True
28,RDCworld1,UC4G10tk3AHFuyMIuD3rHOBA,How Hard Fighting Game Combos used to be,How Hard Fighting Game Combos used to be,dX480fsk510,0,23,910950,2020-08-14 10:40:40,22,en,asr,23,Comedy,True
29,Key & Peele,UCdN4aXTrHAtfgbVG9HjBmxQ,A Zombie Extra’s First Day on Set - Key & Peele,A Zombie Extra’s First Day on Set - Key & Peele,-N0x_Tt7WVc,0,23,1207789,2020-08-14 10:40:40,23,en,asr,23,Comedy,True
30,Key & Peele,UCdN4aXTrHAtfgbVG9HjBmxQ,A Zombie Extra’s First Day on Set - Key & Peele,A Zombie Extra’s First Day on Set - Key & Peele,-N0x_Tt7WVc,0,23,1207789,2020-08-14 10:40:40,23,en,standard,23,Comedy,True
31,Summer Walker,UCSpNS4dJ8wIScwMqatIdiQw,Summer Walker - White Tee Ft. NO1-NOAH [Official Video],Summer Walker - White Tee Ft. NO1-NOAH [Official Video],LgJhcGl_h7Y,0,10,262558,2020-08-14 10:40:40,24,,,10,Music,True
32,Champions League on CBS Sports,UCET00YnetHT7tOpu12v8jxg,Atalanta vs. PSG | Champions League Quarterfinal Highlights | UCL on CBS Sports,Atalanta vs. PSG | Champions League Quarterfinal Highlights | UCL on CBS Sports,A3VYsISvUy4,0,17,1014042,2020-08-14 10:40:40,25,,,17,Sports,True
33,aliciakeysVEVO,UCETZ7r1_8C1DNFDO-7UXwqw,Alicia Keys - So Done (Official Video) ft. Khalid,Alicia Keys - So Done (Official Video) ft. Khalid,XDCXT7C7lnk,0,10,166063,2020-08-14 10:40:40,26,en,asr,10,Music,True
34,First We Feast,UCPD_bxCRGpmmeQcbe2kpPaA,Action Bronson Shakes It Out While Eating Spicy Wings | Hot Ones,Action Bronson Shakes It Out While Eating Spicy Wings | Hot Ones,x2JkhZd_Kxc,0,24,729303,2020-08-14 10:40:40,27,en,asr,24,Entertainment,True
35,Keeping Up With The Kardashians,UC8oimTPVHKiC7oL3QgdKbgg,Kylie & Corey Take Shots and Toast to Kris...Who's Losing Her Patience | KUWTK Exclusive Look | E!,Kylie & Corey Take Shots and Toast to Kris...Who's Losing Her Patience | KUWTK Exclusive Look | E!,b703NY5__pA,0,24,452683,2020-08-14 10:40:40,28,en,asr,24,Entertainment,True
36,1theK (원더케이),UCweOkPb1wVVH0Q0Tlj4a5Pw,[MV] WONHO(원호) _ Losing You,[MV] WONHO(원호) _ Losing You,ydipwkP8r_Y,0,24,397650,2020-08-14 10:40:40,29,en,asr,24,Entertainment,True
37,Brooklyn and Bailey,UC6QWhGQqf0YDYdRb0n6ojWw,Meet Matt (Date #4) | Brooklyn's 10 Dates in 10 Days,Meet Matt (Date #4) | Brooklyn's 10 Dates in 10 Days,uhZE84C5g0M,0,24,1028084,2020-08-14 10:40:40,30,en,asr,24,Entertainment,True
38,Brooklyn and Bailey,UC6QWhGQqf0YDYdRb0n6ojWw,Meet Matt (Date #4) | Brooklyn's 10 Dates in 10 Days,Meet Matt (Date #4) | Brooklyn's 10 Dates in 10 Days,uhZE84C5g0M,0,24,1028084,2020-08-14 10:40:40,30,en,standard,24,Entertainment,True
39,colinfurze,UCp68_FLety0O-n9QU6phsgw,The Ultimate Garden Swing,The Ultimate Garden Swing,c-ogahIlhWk,0,24,1117654,2020-08-14 10:40:40,31,en,asr,24,Entertainment,True
40,Brawadis,UCvtRTOMP2TqYqu51xNrqAzg,I ASKED HER TO BE MY GIRLFRIEND...,I ASKED HER TO BE MY GIRLFRIEND...,3C66w5Z0ixs,0,22,3722331,2020-08-14 10:40:40,32,en,asr,22,People & Blogs,True
41,Ciara,UClc5Eis2-L2JCcN62jmD21w,Ciara  - Rooted ft. Ester Dean (Official Video),Ciara  - Rooted ft. Ester Dean (Official Video),bUAxPG3GYi8,0,10,494931,2020-08-14 10:40:40,33,en,asr,10,Music,True
42,Eddy Burback,UCuo9VyowIT-ljA5G2ZuC6Yw,Did the Pandemic Make Late Night TV Better?,Did the Pandemic Make Late Night TV Better?,rYErvhVhlzU,0,23,187357,2020-08-14 10:40:40,34,en,asr,23,Comedy,True
43,illymation,UCsKVP_4zQ877TEiH_Ih5yDQ,In defense of CATS,In defense of CATS,H7CpOdB2-rg,0,1,260096,2020-08-14 10:40:40,35,en,asr,1,Film & Animation,True
44,Rico Nasty,UCINBvWZluLuV4VxNH32OO_Q,Rico Nasty - IPHONE [Official Music Video],Rico Nasty - IPHONE [Official Music Video],RuhvdaDabpU,0,10,172751,2020-08-14 10:40:40,36,en,asr,10,Music,True
45,Rubi Rose,UC3uClarxob3TNalNCqMg5jg,"Rubi Rose ""He In His Feelings"" (Official Music Video)","Rubi Rose ""He In His Feelings"" (Official Music Video)",JCkyKujZplk,0,10,438799,2020-08-14 10:40:40,37,en,asr,10,Music,True
46,Young Merkules,UC1DGEwjCYxjR96FtaI5GFbA,Merkules - ''DEMONS'' (Official Video),Merkules - ''DEMONS'' (Official Video),p35UfHw7PPI,0,10,216315,2020-08-14 10:40:40,38,en,asr,10,Music,True
47,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,Aquaman - The Worst Superhero Movie Ever Made?,Aquaman - The Worst Superhero Movie Ever Made?,fnGRjwAst7o,0,24,494287,2020-08-14 10:40:40,39,en,asr,24,Entertainment,True
48,Tristan Jass,UCxEUEkp5y728nY57wg8z3dw,Biggest Trash Talker EVER Gets EXPOSED BAD! 1v1 Basketball In Arizona!,Biggest Trash Talker EVER Gets EXPOSED BAD! 1v1 Basketball In Arizona!,EDO8Z3O7lus,0,24,1064770,2020-08-14 10:40:40,40,en,asr,24,Entertainment,True
49,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),hz9_jkrrptU,0,10,3631131,2020-08-14 10:40:40,41,ko,asr,10,Music,True
50,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),hz9_jkrrptU,0,10,3631131,2020-08-14 10:40:40,41,en,standard,10,Music,True
51,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),BTS (방탄소년단) 'BREAK THE SILENCE: THE MOVIE' Official Trailer 1 (30''),hz9_jkrrptU,0,10,3631131,2020-08-14 10:40:40,41,ja,standard,10,Music,True
52,The Schmo,UC-muTcRmDEEBTV8F8Fm82pA,Dana White Addresses Why Conor McGregor is Still in UFC Rankings,Dana White Addresses Why Conor McGregor is Still in UFC Rankings,KHeVTRrg4h8,0,17,160927,2020-08-14 10:40:40,42,en,asr,17,Sports,True
53,jacksepticeye,UCYzPXprvl5Y-Sf0g4vX-m6g,I left youtube for a month and THIS is what happened.,I left youtube for a month and THIS is what happened.,J78aPJ3VyNs,0,24,3137014,2020-08-14 10:40:40,43,en,asr,24,Entertainment,True
54,Mr. Kate,UCDVPcEbVLQgLZX0Rt6jo34A,Ultimate DIY Home Movie Theater for The LaBrant Family!,Ultimate DIY Home Movie Theater for The LaBrant Family!,VIUo6yapDbc,0,26,2201836,2020-08-14 10:40:40,44,en,asr,26,Howto & Style,True
55,Hoonigan,UCXlfi8sf6cKGQ8sOd0-yRuw,We Buy a Donk Project. Goal: 1000HP! Part 1 of 69,We Buy a Donk Project. Goal: 1000HP! Part 1 of 69,SWlnzF8bFXM,0,2,148113,2020-08-14 10:40:40,45,en,asr,2,Autos & Vehicles,True
56,Professor Live,UC5zJwsFtEs9WYe3A76p7xIA,I Haven't Been Honest About My Injury.. Here's THE TRUTH,I Haven't Been Honest About My Injury.. Here's THE TRUTH,w-aidBdvZo8,0,24,1716830,2020-08-14 10:40:40,46,en,asr,24,Entertainment,True
57,LockPickingLawyer,UCm9K6rby98W8JigLoZOh6FQ,[1147] Locksmith Says My Videos Are BS... Loses $75 (Maybe),[1147] Locksmith Says My Videos Are BS... Loses $75 (Maybe),NSuaUok-wTY,0,27,512349,2020-08-14 10:40:40,47,en,asr,27,Education,True
58,Les Do Makeup,UCDSJCBYqL7VQrlXfhr1RtwA,OUR FIRST FAMILY INTRO!!,OUR FIRST FAMILY INTRO!!,uet14uf9NsE,0,26,1013963,2020-08-14 10:40:40,48,en,asr,26,Howto & Style,True
59,MrBeast Gaming,UCIPPMRA040LQr5QPyJEbmXA,I Downloaded The World's Hardest Mod!,I Downloaded The World's Hardest Mod!,ELS5RLbSukU,0,20,6298341,2020-08-14 10:40:40,49,en,asr,20,Gaming,True
60,TaylorMade Golf,UClJO9jvaU5mvNuP-XTbhHGw,UNCUT Team TaylorMade Long Drive CONTEST With SIM | TaylorMade Golf,UNCUT Team TaylorMade Long Drive CONTEST With SIM | TaylorMade Golf,LrIFp4sAIGo,0,17,272969,2020-08-14 10:40:40,50,en,asr,17,Sports,True
61,UFC - Ultimate Fighting Championship,UCvgfXK4nTYKudb0rFR6noLA,UFC 252 Embedded: Vlog Series - Episode 4,UFC 252 Embedded: Vlog Series - Episode 4,JeqNGzsOEaw,0,17,575576,2020-08-14 10:40:40,51,en,asr,17,Sports,True
62,UFC - Ultimate Fighting Championship,UCvgfXK4nTYKudb0rFR6noLA,UFC 252 Embedded: Vlog Series - Episode 4,UFC 252 Embedded: Vlog Series - Episode 4,JeqNGzsOEaw,0,17,575576,2020-08-14 10:40:40,51,en,standard,17,Sports,True
63,CaseyNeistat,UCtinbF-Q-fVthA0qrFQTgXQ,i don't know what im doing anymore,i don't know what im doing anymore,49Z6Mv4_WCA,0,22,1582117,2020-08-14 10:40:40,52,en,asr,22,People & Blogs,True
64,Cole The Cornstar,UCuxlXCfVyV-i5YLL30jkomw,Our Farm Got Destroyed.,Our Farm Got Destroyed.,gPdUslndvVI,0,22,503300,2020-08-14 10:40:40,53,en,asr,22,People & Blogs,True
65,CGP Grey,UC2C_jShtL725hvbm1arSV9w,CGP Grey was WRONG,CGP Grey was WRONG,ua4QMFQATco,0,27,1468836,2020-08-14 10:40:40,54,en,standard,27,Education,True
66,Audrey and Spencer,UCVGYhYDZwm1CX9aruTFbcDg,Do Our Parents Approve Of Our Engagement? Q&A With Both Families,Do Our Parents Approve Of Our Engagement? Q&A With Both Families,7g0oEVP1huA,0,22,252710,2020-08-14 10:40:40,55,en,asr,22,People & Blogs,True
67,The Weeknd,UC0WP5P-ufpRfjbNrmOWwLBQ,The Weeknd Experience LIVE - Director's Cut (Trailer),The Weeknd Experience LIVE - Director's Cut (Trailer),-bCiD4QGSvQ,0,10,191766,2020-08-14 10:40:40,56,nl,asr,10,Music,True
68,Louie's Life,UCZDdF_p-L88NWVpzF0vjvMQ,SURPRISING MY DAD WITH HIS DREAM TRUCK!! | Louie's Life,SURPRISING MY DAD WITH HIS DREAM TRUCK!! | Louie's Life,SnsPZj91R7E,0,24,1728122,2020-08-14 10:40:40,57,en,asr,24,Entertainment,True
69,Smosh Pit,UCYJPby9DRCteedh5tfxVbrw,Try Not To Laugh Challenge #51,Try Not To Laugh Challenge #51,nt3VVyv5pxQ,0,22,806120,2020-08-14 10:40:40,58,en,asr,22,People & Blogs,True
70,Smosh Pit,UCYJPby9DRCteedh5tfxVbrw,Try Not To Laugh Challenge #51,Try Not To Laugh Challenge #51,nt3VVyv5pxQ,0,22,806120,2020-08-14 10:40:40,58,en,standard,22,People & Blogs,True
71,ESPN,UCiWLfSweyRNmLpgEHekhoAg,Stephen A. reacts to Damian Lillard dropping 61 points vs. the Mavericks | First Take,Stephen A. reacts to Damian Lillard dropping 61 points vs. the Mavericks | First Take,0La8uz7WJiU,0,17,695687,2020-08-14 10:40:40,59,en,asr,17,Sports,True
72,iann dior,UCtpzjafUx5qbmxJdqm4-qmg,iann dior – Prospect ft. Lil Baby (Official Video),iann dior – Prospect ft. Lil Baby (Official Video),Que4RnxYLNc,0,10,490258,2020-08-14 10:40:40,60,en,asr,10,Music,True
73,Screen Junkies,UCOpcACMWblDls9Z6GERVi1A,Honest Trailers | Avatar: The Last Airbender,Honest Trailers | Avatar: The Last Airbender,5WjcDji3xYc,0,1,1158809,2020-08-14 10:40:40,61,en,asr,1,Film & Animation,True
74,Miniminter,UCWZmCMB7mmKWcXJSIPRhzZw,THE BIGGEST FOOTBALL CHALLENGE EVER!,THE BIGGEST FOOTBALL CHALLENGE EVER!,CR4m1Lxpu0A,0,24,1054532,2020-08-14 10:40:40,62,en,asr,24,Entertainment,True
75,HollywoodLife,UC2rJLq19N0dGrxfib80M_fg,Kylie Jenner Reacts To 'WAP' Music Video Backlash,Kylie Jenner Reacts To 'WAP' Music Video Backlash,6TIsR_7nrNc,0,24,1560310,2020-08-14 10:40:40,63,en,asr,24,Entertainment,True
76,Ubisoft North America,UCBMvc6jvuTxH6TNo9ThpYjg,Rainbow Six Siege: Operation Shadow Legacy Reveal Trailer | Ubisoft [NA],Rainbow Six Siege: Operation Shadow Legacy Reveal Trailer | Ubisoft [NA],I6hswz4rIrU,0,20,490980,2020-08-14 10:40:40,64,,,20,Gaming,True
77,merrelltwins,UCwtnkRZcvL4bfopzJ-Von8Q,Answering Your Assumptions About Us... Merrell Twins,Answering Your Assumptions About Us... Merrell Twins,OQZ5ht79nEw,0,23,587121,2020-08-14 10:40:40,65,en,asr,23,Comedy,True
78,Tyler Cameron,UCMw7m-ScQ6jV1FQzQnn1y8Q,Ten Minutes with Tyler Cameron | Q&A,Ten Minutes with Tyler Cameron | Q&A,BNeDH6UTmXw,0,22,174038,2020-08-14 10:40:40,66,en,asr,22,People & Blogs,True
79,Kyle Exum,UCR9NuNwCUIhMOLUQnLN7_WA,When Our Generation Gets Old and Hears a Throwback Song 5,When Our Generation Gets Old and Hears a Throwback Song 5,W9Aen8hG20Y,0,23,1360715,2020-08-14 10:40:40,67,en,asr,23,Comedy,True
80,Ryan Reynolds,UCA3-nIYWu4PTWkb6NwhEpzg,Mint Mobile Plus,Mint Mobile Plus,AVYBAxqykdE,0,22,133301,2020-08-14 10:40:40,68,en,asr,22,People & Blogs,True
81,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,ITZY “Not Shy” M/V TEASER,ITZY “Not Shy” M/V TEASER,jbGRowa5tIk,0,10,9080785,2020-08-14 10:40:40,69,,,10,Music,True
82,Chloe Ting,UCCgLoMYIyP0U56dEhEL1wXQ,Time to Talk..,Time to Talk..,GTp-0S82guE,0,26,2288861,2020-08-14 10:40:40,70,en,asr,26,Howto & Style,True
83,Chloe Ting,UCCgLoMYIyP0U56dEhEL1wXQ,Time to Talk..,Time to Talk..,GTp-0S82guE,0,26,2288861,2020-08-14 10:40:40,70,en,standard,26,Howto & Style,True
84,James Charles,UCucot-Zp428OwkyRm2I7v2Q,Doing Doja Cat’s Makeup!!,Doing Doja Cat’s Makeup!!,p7HGUZWq_8s,0,24,5533267,2020-08-14 10:40:40,71,en,asr,24,Entertainment,True
85,LexiVee03,UCfwEsuyMCLEd0eLntOEDn0g,First Day of School GRWM + Vlog | College Edition | LexiVee03,First Day of School GRWM + Vlog | College Edition | LexiVee03,7osSbbc2xVg,0,26,300969,2020-08-14 10:40:40,72,en,asr,26,Howto & Style,True
86,Mark Rober,UCY1kMZp36IQSyNx_9h4mpCg,Shark Attack Test- Human Blood vs. Fish Blood,Shark Attack Test- Human Blood vs. Fish Blood,vePc5V4h_kg,0,28,18939322,2020-08-14 10:40:40,73,en,asr,28,Science & Technology,True
87,Eleanor Neale,UCFMbX7frWZfuWdjAML0babA,TAXI CAB SLAYER KILLS 'TO KNOW HOW IT FEELS',TAXI CAB SLAYER KILLS 'TO KNOW HOW IT FEELS',9nidKH8cM38,0,27,422497,2020-08-14 10:40:40,74,en,asr,27,Education,True
88,DEATH BATTLE!,UCB9_VH_CNbbH4GfKu8qh63w,Beerus VS Sailor Galaxia (Dragon Ball VS Sailor Moon) | DEATH BATTLE!,Beerus VS Sailor Galaxia (Dragon Ball VS Sailor Moon) | DEATH BATTLE!,mLOe7vGI0YI,0,24,1769788,2020-08-14 10:40:40,75,en,asr,24,Entertainment,True
89,Jeremiah Phillips,UCI8hY4ummWDZgFSjxU_HFNQ,When you get on the grill for your friends Birthday,When you get on the grill for your friends Birthday,NYXABBpPJss,0,23,219905,2020-08-14 10:40:40,76,,,23,Comedy,True
90,KoffeeVEVO,UCIOoP9FirTzjvgeAYTJWLcg,Koffee - Pressure (Lyric Video),Koffee - Pressure (Lyric Video),FDq9QC206eU,0,10,267123,2020-08-14 10:40:40,77,pt,asr,10,Music,True
91,The ACE Family,UCWwWOFsW68TqXE-HZLC3WIA,THIS IS THE END.,THIS IS THE END.,AMXT1ok5UBg,0,22,3707486,2020-08-14 10:40:40,78,en,asr,22,People & Blogs,True
92,BlacktipH,UCL0L7RQ8mrO10OLRlWPoq6A,Strongest Women VS Strongest Fish,Strongest Women VS Strongest Fish,DiQ2AieIo0Q,0,17,445616,2020-08-14 10:40:40,79,en,asr,17,Sports,True
93,Chris Smoove,UCnzbVkknmqhRqUKg7RDTDeg,"NBA 2K21 Jump Shot Aiming, Quick Draw Gone!","NBA 2K21 Jump Shot Aiming, Quick Draw Gone!",FFt_dffYAtA,0,20,309810,2020-08-14 10:40:40,80,en,asr,20,Gaming,True
94,Diljit Dosanjh,UCZRdNleCgW-BGUJf-bbjzQg,Diljit Dosanjh: CLASH (Official) Music Video | G.O.A.T.,Diljit Dosanjh: CLASH (Official) Music Video | G.O.A.T.,KX06ksuS6Xo,0,10,15857607,2020-08-14 10:40:40,81,,,10,Music,True
95,Tabbes,UCDQBZcjYKP1J1Nu-Y0_D37Q,Don't be a Tourist,Don't be a Tourist,z5l8ovbw_6M,0,1,1354127,2020-08-14 10:40:40,82,en,asr,1,Film & Animation,True
96,Amerikano,UCTDJ9osmaIty0MVkUZymVmQ,15 Friendliest Sea Creatures Around The World,15 Friendliest Sea Creatures Around The World,GYeKX_LPY9U,0,27,1467762,2020-08-14 10:40:40,83,en,asr,27,Education,True
97,Gabrielle Moses,UCFp65-s_fyaBjVZbVyp--Kw,Being replaced.,Being replaced.,PT6hPvOqTYc,0,22,653395,2020-08-14 10:40:40,84,en,asr,22,People & Blogs,True
98,Cleetus2 McFarland,UCMJbbWyIziiUamP5JKK9yAA,"Here's Why We Do ""Sponsored"" Videos, What Are Your Thoughts?","Here's Why We Do ""Sponsored"" Videos, What Are Your Thoughts?",CezxKs9YLv0,0,22,107893,2020-08-14 10:40:40,85,en,asr,22,People & Blogs,True
99,UFC - Ultimate Fighting Championship,UCvgfXK4nTYKudb0rFR6noLA,UFC 252 Embedded: Vlog Series - Episode 3,UFC 252 Embedded: Vlog Series - Episode 3,HRPaFOs4vu4,0,17,759619,2020-08-14 10:40:40,86,en,asr,17,Sports,True
100,UFC - Ultimate Fighting Championship,UCvgfXK4nTYKudb0rFR6noLA,UFC 252 Embedded: Vlog Series - Episode 3,UFC 252 Embedded: Vlog Series - Episode 3,HRPaFOs4vu4,0,17,759619,2020-08-14 10:40:40,86,en,standard,17,Sports,True
101,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,7789285,2020-08-14 10:40:40,87,ar,standard,10,Music,True
102,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,"박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V","박진영 (J.Y. Park) ""When We Disco (Duet with 선미)"" M/V",zrsBjYukE8s,0,10,7789285,2020-08-14 10:40:40,87,en,standard,10,Music,True
